,id,type,quickRef,author,author lookup,year,title,doi,zoobank number
0,ref:00001,,"Leijs, Dorey, Hogendoorn 2018",ag:00001,"Leijs R, Dorey J, Hogendoorn K ",2018,"Twenty six new species of Leioproctus (Colletellus): Australian Neopasiphaeinae, all but one with two submarginal cells (Hymenoptera, Colletidae, Leioproctus)",10.3897/zookeys.811.28924,urn:lsid:zoobank.org:pub:B49DF845-B5D9-4EBB-917D-A975C221A4F5
